[Header]
Application Name	LabSolutions
0,96000	-10
0,97067	-9
0,98133	-9
0,99200	-7
1,00267	-7
1,01333	-7
1,02400	-2
1,03467	-3
1,04533	-8
1,05600	-7
1,06667	-5
1,07733	-5
1,08800	-9
1,09867	-9
1,10933	-14
1,12000	-7
1,13067	-11
1,14133	0
1,15200	2
1,16267	-5
1,17333	-14
1,18400	-6
1,19467	-4
1,20533	-6
1,21600	-2
1,22667	-4
1,23733	-5
1,24800	-5
1,25867	-11
1,26933	-9
1,28000	-2
1,29067	2
1,30133	-9
1,31200	-4
1,32267	-7
1,33333	-7
1,34400	-9
1,35467	-7
1,36533	-6
1,37600	-4
1,38667	-8
1,39733	-3
1,40800	-2
1,41867	-6
1,42933	-14
1,44000	-8
1,45067	-11
1,46133	-6
1,47200	-10
1,48267	-6
1,49333	-8
1,50400	-7
1,51467	-5
1,52533	-4
1,53600	-8
1,54667	-9
1,55733	-7
1,56800	-10
1,57867	-6
1,58933	-3
1,60000	-3
1,61067	-3
1,62133	-12
1,63200	-13
1,64267	-7
1,65333	0
1,66400	-7
1,67467	-7
1,68533	-3
1,69600	2
1,70667	-7
1,71733	-4
1,72800	-4
1,73867	-7
1,74933	-6
1,76000	-10
1,77067	-11
1,78133	-5
1,79200	-5
1,80267	-7
1,81333	-6
1,82400	-3
1,83467	-2
1,84533	-2
1,85600	0
1,86667	1
1,87733	-5
1,88800	-6
1,89867	-8
1,90933	-2
1,92000	-4
1,93067	3
1,94133	2
1,95200	4
1,96267	-2
1,97333	-2
1,98400	-0
1,99467	-3
2,00533	-7
2,01600	-10
2,02667	-3
2,03733	-9
2,04800	-5
2,05867	-4
2,06933	-2
2,08000	-4
2,09067	-1
2,10133	2
2,11200	-2
2,12267	-0
2,13333	-2
2,14400	0
2,15467	2
2,16533	4
2,17600	1
2,18667	3
2,19733	4
2,20800	0
2,21867	-2
2,22933	-1
2,24000	-1
2,25067	-2
2,26133	-5
2,27200	-2
2,28267	1
2,29333	-0
2,30400	3
2,31467	4
2,32533	2
2,33600	3
2,34667	2
2,35733	-1
2,36800	-0
2,37867	-6
2,38933	1
2,40000	3
2,41067	2
2,42133	-5
2,43200	-5
2,44267	-7
2,45333	-6
2,46400	-5
2,47467	5
2,48533	48
2,49600	18
2,50667	7
2,51733	4
2,52800	-6
2,53867	-7
2,54933	-4
2,56000	-4
2,57067	-1
2,58133	-6
2,59200	-8
2,60267	-7
2,61333	-9
2,62400	-1
2,63467	4
2,64533	-3
2,65600	0
2,66667	-3
2,67733	3
2,68800	8
2,69867	2
2,70933	-0
2,72000	4
2,73067	7
2,74133	10
2,75200	9
2,76267	19
2,77333	45
2,78400	193
2,79467	979
2,80533	4268
2,81600	14735
2,82667	41972
2,83733	101861
2,84800	211695
2,85867	383762
2,86933	622422
2,88000	912070
2,89067	1217653
2,90133	1500765
2,91200	1719940
2,92267	1836300
2,93333	1838216
2,94400	1741892
2,95467	1580781
2,96533	1391237
2,97600	1197352
2,98667	1012783
2,99733	847013
3,00800	704454
3,01867	583844
3,02933	482624
3,04000	398808
3,05067	329747
3,06133	272501
3,07200	225160
3,08267	186243
3,09333	154154
3,10400	127671
3,11467	105976
3,12533	88233
3,13600	73596
3,14667	61587
3,15733	51795
3,16800	43775
3,17867	37125
3,18933	31647
3,20000	27144
3,21067	23377
3,22133	20215
3,23200	17569
3,24267	15331
3,25333	13437
3,26400	11813
3,27467	10432
3,28533	9233
3,29600	8206
3,30667	7311
3,31733	6535
3,32800	5852
3,33867	5258
3,34933	4744
3,36000	4296
3,37067	3891
3,38133	3541
3,39200	3232
3,40267	2959
3,41333	2711
3,42400	2496
3,43467	2308
3,44533	2136
3,45600	1978
3,46667	1834
3,47733	1713
3,48800	1607
3,49867	1510
3,50933	1417
3,52000	1338
3,53067	1264
3,54133	1205
3,55200	1143
3,56267	1081
3,57333	1031
3,58400	984
3,59467	942
3,60533	897
3,61600	858
3,62667	829
3,63733	794
3,64800	766
3,65867	731
3,66933	701
3,68000	679
3,69067	649
3,70133	633
3,71200	609
3,72267	586
3,73333	564
3,74400	540
3,75467	525
3,76533	509
3,77600	492
3,78667	465
3,79733	449
3,80800	428
3,81867	418
3,82933	409
3,84000	391
3,85067	376
3,86133	364
3,87200	348
3,88267	338
3,89333	330
3,90400	324
3,91467	316
3,92533	301
3,93600	290
3,94667	281
3,95733	276
3,96800	271
3,97867	255
3,98933	247
4,00000	249
4,01067	238
4,02133	230
4,03200	222
4,04267	221
4,05333	215
4,06400	215
4,07467	212
4,08533	210
4,09600	204
4,10667	202
4,11733	196
4,12800	193
4,13867	182
4,14933	183
4,16000	183
4,17067	176
4,18133	168
4,19200	162
4,20267	164
4,21333	162
4,22400	158
4,23467	151
4,24533	142
4,25600	148
4,26667	147
4,27733	143
4,28800	144
4,29867	143
4,30933	132
4,32000	131
4,33067	126
4,34133	127
4,35200	125
4,36267	119
4,37333	115
4,38400	121
4,39467	115
4,40533	113
4,41600	102
4,42667	105
4,43733	107
4,44800	106
4,45867	104
4,46933	109
4,48000	102
4,49067	101
4,50133	96
4,51200	92
4,52267	87
4,53333	94
4,54400	93
4,55467	90
4,56533	88
4,57600	86
4,58667	80
4,59733	78
4,60800	84
4,61867	85
4,62933	81
4,64000	83
4,65067	81
4,66133	82
4,67200	79
4,68267	78
4,69333	72
4,70400	74
4,71467	72
4,72533	64
4,73600	70
4,74667	70
4,75733	65
4,76800	66
4,77867	63
4,78933	59
4,80000	61
4,81067	66
4,82133	65
4,83200	63
4,84267	59
4,85333	58
4,86400	55
4,87467	59
4,88533	56
4,89600	57
4,90667	56
4,91733	54
4,92800	52
4,93867	52
4,94933	55
4,96000	54
4,97067	52
4,98133	52
4,99200	49
5,00267	51
5,01333	47
5,02400	48
5,03467	50
5,04533	51
5,05600	43
5,06667	50
5,07733	46
5,08800	47
5,09867	47
5,10933	46
5,12000	49
5,13067	44
5,14133	42
5,15200	38
5,16267	38
5,17333	33
5,18400	33
5,19467	42
5,20533	43
5,21600	37
5,22667	36
5,23733	37
5,24800	42
5,25867	38
5,26933	37
5,28000	33
5,29067	34
5,30133	35
5,31200	31
5,32267	36
5,33333	36
5,34400	37
5,35467	31
5,36533	37
5,37600	36
5,38667	35
5,39733	29
5,40800	34
5,41867	34
5,42933	36
5,44000	28
5,45067	33
5,46133	34
5,47200	27
5,48267	33
5,49333	34
5,50400	32
5,51467	27
5,52533	29
5,53600	31
5,54667	31
5,55733	31
5,56800	34
5,57867	31
5,58933	30
5,60000	32
5,61067	36
5,62133	31
5,63200	30
5,64267	30
5,65333	27
5,66400	30
5,67467	30
5,68533	23
5,69600	30
5,70667	29
5,71733	27
5,72800	30
5,73867	23
5,74933	21
5,76000	26
5,77067	20
5,78133	30
5,79200	30
5,80267	22
5,81333	23
5,82400	22
5,83467	24
5,84533	28
5,85600	23
5,86667	21
5,87733	17
5,88800	15
5,89867	24
5,90933	13
5,92000	13
5,93067	15
5,94133	15
5,95200	13
5,96267	10
5,97333	17
5,98400	18
5,99467	15
6,00533	24
6,01600	16
6,02667	21
6,03733	13
6,04800	16
6,05867	20
6,06933	20
6,08000	19
6,09067	17
6,10133	16
6,11200	16
6,12267	12
6,13333	18
6,14400	22
6,15467	19
6,16533	24
6,17600	23
6,18667	24
6,19733	19
6,20800	19
6,21867	20
6,22933	21
6,24000	15
6,25067	19
6,26133	17
6,27200	15
6,28267	19
6,29333	16
6,30400	16
6,31467	19
6,32533	21
6,33600	21
6,34667	18
6,35733	19
6,36800	16
6,37867	14
6,38933	12
6,40000	17
6,41067	15
6,42133	19
6,43200	21
6,44267	19
6,45333	13
6,46400	15
6,47467	13
6,48533	15
6,49600	15
6,50667	14
6,51733	9
6,52800	13
6,53867	14
6,54933	11
6,56000	14
6,57067	10
6,58133	16
6,59200	14
6,60267	21
6,61333	16
6,62400	12
6,63467	11
6,64533	14
6,65600	16
6,66667	16
6,67733	11
6,68800	15
6,69867	21
6,70933	18
6,72000	20
6,73067	15
6,74133	19
6,75200	20
6,76267	10
6,77333	12
6,78400	4
6,79467	12
6,80533	11
6,81600	16
6,82667	16
6,83733	11
6,84800	14
6,85867	12
6,86933	12
6,88000	8
6,89067	8
6,90133	2
6,91200	9
6,92267	15
6,93333	15
6,94400	11
6,95467	11
6,96533	9
6,97600	10
6,98667	11
6,99733	13
7,00800	12
7,01867	6
7,02933	13
7,04000	11
7,05067	12
7,06133	19
7,07200	18
7,08267	14
7,09333	15
7,10400	10
7,11467	16
7,12533	17
7,13600	11
7,14667	10
7,15733	11
7,16800	8
7,17867	11
7,18933	17
7,20000	17
7,21067	10
7,22133	9
7,23200	11
7,24267	9
7,25333	8
7,26400	16
7,27467	13
7,28533	13
7,29600	7
7,30667	14
7,31733	13
7,32800	13
7,33867	14
7,34933	10
7,36000	8
7,37067	6
7,38133	2
7,39200	9
7,40267	12
7,41333	4
7,42400	2
7,43467	9
7,44533	10
7,45600	6
7,46667	3
7,47733	1
7,48800	-1
7,49867	3
7,50933	9
7,52000	7
7,53067	15
7,54133	13
7,55200	9
7,56267	7
7,57333	16
7,58400	12
7,59467	13
7,60533	5
7,61600	8
7,62667	13
7,63733	11
7,64800	12
7,65867	15
7,66933	6
7,68000	4
7,69067	7
7,70133	5
7,71200	10
7,72267	11
7,73333	13
7,74400	15
7,75467	9
7,76533	4
7,77600	5
7,78667	6
7,79733	5
7,80800	10
7,81867	14
7,82933	15
7,84000	12
7,85067	6
7,86133	9
7,87200	11
7,88267	13
7,89333	17
7,90400	16
7,91467	15
7,92533	14
7,93600	9
7,94667	16
7,95733	12
7,96800	14
7,97867	16
7,98933	11
8,00000	13
8,01067	14
8,02133	13
8,03200	11
8,04267	14
8,05333	13
8,06400	18
8,07467	10
8,08533	8
8,09600	12
8,10667	12
8,11733	15
8,12800	12
8,13867	13
8,14933	10
8,16000	14
8,17067	11
8,18133	8
8,19200	11
8,20267	8
8,21333	9
8,22400	17
8,23467	14
8,24533	12
8,25600	9
8,26667	8
8,27733	11
8,28800	12
8,29867	7
8,30933	11
8,32000	3
8,33067	7
8,34133	7
8,35200	13
8,36267	6
8,37333	11
8,38400	9
8,39467	3
8,40533	3
8,41600	12
8,42667	8
8,43733	6
8,44800	4
8,45867	6
8,46933	9
8,48000	9
8,49067	10
8,50133	4
8,51200	11
8,52267	12
8,53333	7
8,54400	1
8,55467	5
8,56533	8
8,57600	11
8,58667	7
8,59733	13
8,60800	12
8,61867	12
8,62933	7
8,64000	8
8,65067	9
8,66133	8
8,67200	5
8,68267	6
8,69333	5
8,70400	7
8,71467	16
8,72533	15
8,73600	15
8,74667	15
8,75733	10
8,76800	11
8,77867	11
8,78933	13
8,80000	9
8,81067	17
8,82133	8
8,83200	4
8,84267	4
8,85333	5
8,86400	3
8,87467	4
8,88533	1
8,89600	8
8,90667	7
8,91733	2
8,92800	9
8,93867	8
8,94933	10
8,96000	5
8,97067	-1
8,98133	1
8,99200	2
9,00267	7
9,01333	3
9,02400	6
9,03467	1
9,04533	4
9,05600	2
9,06667	1
9,07733	11
9,08800	-3
9,09867	2
9,10933	0
9,12000	11
9,13067	11
9,14133	9
9,15200	13
9,16267	9
9,17333	7
9,18400	7
9,19467	4
9,20533	-0
9,21600	-0
9,22667	4
9,23733	5
9,24800	1
9,25867	3
9,26933	5
9,28000	6
9,29067	13
9,30133	10
9,31200	4
9,32267	10
9,33333	14
9,34400	13
9,35467	7
9,36533	8
9,37600	9
9,38667	4
9,39733	8
9,40800	6
9,41867	3
9,42933	-4
9,44000	-0
9,45067	4
9,46133	5
9,47200	9
9,48267	11
9,49333	13
9,50400	8
9,51467	15
9,52533	13
9,53600	10
9,54667	10
9,55733	12
9,56800	4
9,57867	9
9,58933	5
9,60000	5
9,61067	10
9,62133	11
9,63200	12
9,64267	8
9,65333	3
9,66400	1
9,67467	3
9,68533	3
9,69600	4
9,70667	9
9,71733	1
9,72800	5
9,73867	7
9,74933	8
9,76000	9
9,77067	7
9,78133	7
9,79200	7
9,80267	2
9,81333	5
9,82400	7
9,83467	8
9,84533	-3
9,85600	5
9,86667	4
9,87733	8
9,88800	8
9,89867	11
9,90933	5
9,92000	3
9,93067	6
9,94133	-0
9,95200	8
9,96267	6
9,97333	10
9,98400	10
9,99467	9
10,00533	10
10,01600	8
10,02667	9
10,03733	9
10,04800	6
10,05867	10
10,06933	1
10,08000	6
10,09067	6
10,10133	9
10,11200	6
10,12267	5
10,13333	4
10,14400	1
10,15467	-1
10,16533	4
10,17600	5
10,18667	4
10,19733	-2
10,20800	-6
10,21867	-2
10,22933	1
10,24000	-1
10,25067	6
10,26133	7
10,27200	3
10,28267	3
10,29333	0
10,30400	-4
10,31467	-2
10,32533	1
10,33600	5
10,34667	5
10,35733	5
10,36800	2
10,37867	7
10,38933	12
10,40000	9
10,41067	7
10,42133	5
10,43200	3
10,44267	-0
10,45333	9
10,46400	6
10,47467	2
10,48533	-3
10,49600	0
10,50667	-1
10,51733	1
10,52800	21
10,53867	10
10,54933	3
10,56000	1
10,57067	1
10,58133	1
10,59200	1
10,60267	1
10,61333	-2
10,62400	2
10,63467	-1
10,64533	1
10,65600	3
10,66667	0
10,67733	0
10,68800	2
10,69867	1
10,70933	2
10,72000	4
10,73067	2
10,74133	-4
10,75200	-5
10,76267	-5
10,77333	-7
10,78400	-3
10,79467	2
10,80533	7
10,81600	10
10,82667	4
10,83733	1
10,84800	2
10,85867	-1
10,86933	-2
10,88000	3
10,89067	-2
10,90133	-0
10,91200	6
10,92267	0
10,93333	-2
10,94400	-2
10,95467	-2
10,96533	-6
10,97600	-5
10,98667	-7
10,99733	-8
11,00800	-4
11,01867	-0
11,02933	-4
11,04000	-5
11,05067	-2
11,06133	-1
11,07200	-1
11,08267	-7
11,09333	-8
11,10400	-8
11,11467	-6
11,12533	6
11,13600	-0
11,14667	-4
11,15733	-1
11,16800	-2
11,17867	-6
11,18933	-7
11,20000	-5
11,21067	-5
11,22133	2
11,23200	1
11,24267	4
11,25333	-1
11,26400	7
11,27467	0
11,28533	-2
11,29600	3
11,30667	-1
11,31733	0
11,32800	-5
11,33867	-4
11,34933	-2
11,36000	2
11,37067	-3
11,38133	-4
11,39200	1
11,40267	-0
11,41333	-0
11,42400	3
11,43467	-2
11,44533	-1
11,45600	-3
11,46667	-2
11,47733	-6
11,48800	-6
11,49867	-3
11,50933	0
11,52000	3
11,53067	4
11,54133	1
11,55200	0
11,56267	6
11,57333	3
11,58400	7
11,59467	1
11,60533	9
11,61600	9
11,62667	8
11,63733	6
11,64800	10
11,65867	8
11,66933	6
11,68000	10
11,69067	5
11,70133	4
11,71200	7
11,72267	7
11,73333	4
11,74400	5
11,75467	4
11,76533	0
11,77600	-1
11,78667	7
11,79733	3
11,80800	4
11,81867	6
11,82933	-0
11,84000	5
11,85067	4
11,86133	5
11,87200	9
11,88267	11
11,89333	10
11,90400	11
11,91467	14
11,92533	17
11,93600	10
11,94667	7
11,95733	4
11,96800	7
11,97867	-0
11,98933	5
12,00000	10
12,01067	7
12,02133	8


