[Header]
Application Name	LabSolutions
1,46133	-13
1,47200	-14
1,48267	-17
1,49333	-14
1,50400	-17
1,51467	-9
1,52533	-18
1,53600	-19
1,54667	-11
1,55733	-12
1,56800	-15
1,57867	-20
1,58933	-16
1,60000	-12
1,61067	-15
1,62133	-20
1,63200	-17
1,64267	-22
1,65333	-18
1,66400	-16
1,67467	-17
1,68533	-10
1,69600	-13
1,70667	-9
1,71733	-7
1,72800	-9
1,73867	-16
1,74933	-5
1,76000	-3
1,77067	-8
1,78133	-12
1,79200	-17
1,80267	-13
1,81333	-21
1,82400	-18
1,83467	-8
1,84533	-7
1,85600	-13
1,86667	-4
1,87733	-9
1,88800	-16
1,89867	-15
1,90933	-16
1,92000	-17
1,93067	-10
1,94133	-13
1,95200	-17
1,96267	-16
1,97333	-21
1,98400	-18
1,99467	-19
2,00533	-11
2,01600	-14
2,02667	-14
2,03733	-11
2,04800	-10
2,05867	-5
2,06933	-9
2,08000	-16
2,09067	-15
2,10133	-14
2,11200	-13
2,12267	-15
2,13333	-13
2,14400	-16
2,15467	-16
2,16533	-11
2,17600	-11
2,18667	-9
2,19733	-12
2,20800	-12
2,21867	-9
2,22933	-7
2,24000	-4
2,25067	-10
2,26133	-17
2,27200	-12
2,28267	-14
2,29333	-9
2,30400	-20
2,31467	-10
2,32533	-16
2,33600	-17
2,34667	-18
2,35733	-19
2,36800	-15
2,37867	-15
2,38933	-13
2,40000	-16
2,41067	-16
2,42133	-19
2,43200	-19
2,44267	-21
2,45333	-18
2,46400	-12
2,47467	-20
2,48533	-21
2,49600	-15
2,50667	-18
2,51733	-19
2,52800	-21
2,53867	-22
2,54933	-23
2,56000	-15
2,57067	-24
2,58133	-15
2,59200	-10
2,60267	-10
2,61333	-16
2,62400	-13
2,63467	-11
2,64533	-11
2,65600	-15
2,66667	-9
2,67733	-7
2,68800	-6
2,69867	-5
2,70933	-4
2,72000	-10
2,73067	-10
2,74133	-8
2,75200	-2
2,76267	8
2,77333	12
2,78400	29
2,79467	58
2,80533	150
2,81600	378
2,82667	897
2,83733	1832
2,84800	3269
2,85867	5197
2,86933	7441
2,88000	9677
2,89067	11569
2,90133	12858
2,91200	13399
2,92267	13226
2,93333	12468
2,94400	11344
2,95467	10042
2,96533	8712
2,97600	7437
2,98667	6284
2,99733	5273
3,00800	4406
3,01867	3673
3,02933	3057
3,04000	2539
3,05067	2105
3,06133	1739
3,07200	1439
3,08267	1197
3,09333	1000
3,10400	836
3,11467	693
3,12533	581
3,13600	496
3,14667	417
3,15733	349
3,16800	306
3,17867	258
3,18933	225
3,20000	191
3,21067	172
3,22133	143
3,23200	134
3,24267	117
3,25333	104
3,26400	96
3,27467	80
3,28533	73
3,29600	66
3,30667	58
3,31733	49
3,32800	39
3,33867	36
3,34933	41
3,36000	31
3,37067	28
3,38133	28
3,39200	25
3,40267	19
3,41333	21
3,42400	18
3,43467	23
3,44533	17
3,45600	12
3,46667	7
3,47733	10
3,48800	8
3,49867	14
3,50933	8
3,52000	8
3,53067	9
3,54133	9
3,55200	6
3,56267	10
3,57333	12
3,58400	12
3,59467	6
3,60533	3
3,61600	4
3,62667	5
3,63733	14
3,64800	9
3,65867	14
3,66933	19
3,68000	16
3,69067	16
3,70133	12
3,71200	12
3,72267	15
3,73333	18
3,74400	15
3,75467	4
3,76533	7
3,77600	7
3,78667	6
3,79733	8
3,80800	6
3,81867	8
3,82933	4
3,84000	1
3,85067	6
3,86133	7
3,87200	8
3,88267	2
3,89333	-6
3,90400	1
3,91467	-2
3,92533	-4
3,93600	-0
3,94667	-0
3,95733	1
3,96800	-4
3,97867	-3
3,98933	-2
4,00000	3
4,01067	2
4,02133	-2
4,03200	0
4,04267	-3
4,05333	-2
4,06400	-0
4,07467	-1
4,08533	-5
4,09600	-2
4,10667	0
4,11733	-4
4,12800	-7
4,13867	-6
4,14933	-4
4,16000	-6
4,17067	-2
4,18133	-3
4,19200	-6
4,20267	-5
4,21333	-6
4,22400	-5
4,23467	-4
4,24533	-1
4,25600	2
4,26667	6
4,27733	1
4,28800	-7
4,29867	-2
4,30933	1
4,32000	0
4,33067	-3
4,34133	0
4,35200	1
4,36267	2
4,37333	5
4,38400	-0
4,39467	-4
4,40533	1
4,41600	-5
4,42667	-2
4,43733	-4
4,44800	-4
4,45867	-7
4,46933	-11
4,48000	-9
4,49067	-4
4,50133	1
4,51200	-0
4,52267	-3
4,53333	1
4,54400	5
4,55467	-1
4,56533	1
4,57600	-2
4,58667	-7
4,59733	-8
4,60800	-3
4,61867	-12
4,62933	-11
4,64000	-4
4,65067	0
4,66133	-6
4,67200	-5
4,68267	-2
4,69333	2
4,70400	1
4,71467	7
4,72533	1
4,73600	-3
4,74667	-2
4,75733	-2
4,76800	-5
4,77867	-3
4,78933	2
4,80000	-1
4,81067	-5
4,82133	-3
4,83200	-6
4,84267	-4
4,85333	-4
4,86400	-5
4,87467	-2
4,88533	-7
4,89600	-3
4,90667	-4
4,91733	-5
4,92800	-5
4,93867	-9
4,94933	-7
4,96000	-7
4,97067	-8
4,98133	-3
4,99200	-5
5,00267	-3
5,01333	-7
5,02400	-9
5,03467	-5
5,04533	-1
5,05600	-6
5,06667	-3
5,07733	-4
5,08800	1
5,09867	1
5,10933	-3
5,12000	-3
5,13067	-1
5,14133	-2
5,15200	-6
5,16267	-1
5,17333	3
5,18400	3
5,19467	2
5,20533	2
5,21600	-3
5,22667	-0
5,23733	3
5,24800	-5
5,25867	-8
5,26933	-1
5,28000	-2
5,29067	-1
5,30133	3
5,31200	4
5,32267	5
5,33333	4
5,34400	1
5,35467	2
5,36533	-1
5,37600	6
5,38667	1
5,39733	5
5,40800	3
5,41867	-1
5,42933	5
5,44000	4
5,45067	3
5,46133	10
5,47200	6
5,48267	5
5,49333	7
5,50400	5
5,51467	5
5,52533	4
5,53600	4
5,54667	-4
5,55733	3
5,56800	4
5,57867	-5
5,58933	-4
5,60000	1
5,61067	-0
5,62133	1
5,63200	-0
5,64267	-7
5,65333	-6
5,66400	-5
5,67467	-1
5,68533	-7
5,69600	-5
5,70667	-7
5,71733	-1
5,72800	-5
5,73867	1
5,74933	-0
5,76000	-2
5,77067	-5
5,78133	-2
5,79200	-5
5,80267	-5
5,81333	-3
5,82400	-5
5,83467	-1
5,84533	-2
5,85600	-7
5,86667	37
5,87733	19
5,88800	13
5,89867	-5
5,90933	-4
5,92000	-4
5,93067	-4
5,94133	-1
5,95200	-3
5,96267	-2
5,97333	3
5,98400	6
5,99467	3
6,00533	2
6,01600	-3
6,02667	-1
6,03733	-3
6,04800	-4
6,05867	2
6,06933	2
6,08000	3
6,09067	4
6,10133	2
6,11200	4
6,12267	2
6,13333	-0
6,14400	-1
6,15467	-4
6,16533	2
6,17600	5
6,18667	9
6,19733	7
6,20800	4
6,21867	11
6,22933	4
6,24000	3
6,25067	-1
6,26133	-3
6,27200	-4
6,28267	-4
6,29333	-5
6,30400	2
6,31467	-6
6,32533	-7
6,33600	-7
6,34667	-4
6,35733	-7
6,36800	-9
6,37867	-4
6,38933	-5
6,40000	-7
6,41067	0
6,42133	-0
6,43200	1
6,44267	-5
6,45333	2
6,46400	-2
6,47467	1
6,48533	-3
6,49600	2
6,50667	-0
6,51733	5
6,52800	-3
6,53867	-4
6,54933	-1
6,56000	4
6,57067	-3
6,58133	1
6,59200	10
6,60267	5
6,61333	4
6,62400	8
6,63467	5
6,64533	6
6,65600	3
6,66667	1
6,67733	10
6,68800	8
6,69867	3
6,70933	-2
6,72000	-1
6,73067	-4
6,74133	4
6,75200	3
6,76267	-6
6,77333	-1
6,78400	6
6,79467	7
6,80533	3
6,81600	1
6,82667	6
6,83733	8
6,84800	1
6,85867	-9
6,86933	-4
6,88000	-1
6,89067	4
6,90133	9
6,91200	1
6,92267	-11
6,93333	-5
6,94400	-5
6,95467	-0
6,96533	-4
6,97600	-6
6,98667	-4
6,99733	-5
7,00800	-8
7,01867	-1
7,02933	-3
7,04000	-7
7,05067	2
7,06133	1
7,07200	-5
7,08267	-7
7,09333	-2
7,10400	-5
7,11467	-0
7,12533	-5
7,13600	2
7,14667	-3
7,15733	5
7,16800	-5
7,17867	-3
7,18933	-9
7,20000	-6
7,21067	2
7,22133	3
7,23200	-3
7,24267	-2
7,25333	-2
7,26400	0
7,27467	7
7,28533	3
7,29600	3
7,30667	-3
7,31733	-5
7,32800	-4
7,33867	-0
7,34933	-6
7,36000	-3
7,37067	-0
7,38133	5
7,39200	2
7,40267	-0
7,41333	1
7,42400	6
7,43467	5
7,44533	1
7,45600	3
7,46667	5
7,47733	-0
7,48800	3
7,49867	-0
7,50933	2
7,52000	-5
7,53067	3
7,54133	5
7,55200	-2
7,56267	2
7,57333	0
7,58400	1
7,59467	-3
7,60533	-12
7,61600	-6
7,62667	1
7,63733	3
7,64800	2
7,65867	1
7,66933	1
7,68000	-1
7,69067	-4
7,70133	4
7,71200	3
7,72267	1
7,73333	2
7,74400	0
7,75467	-0
7,76533	5
7,77600	6
7,78667	9
7,79733	0
7,80800	-1
7,81867	2
7,82933	5
7,84000	1
7,85067	-5
7,86133	-3
7,87200	6
7,88267	4
7,89333	6
7,90400	-2
7,91467	-1
7,92533	-3
7,93600	-2
7,94667	-5
7,95733	-0
7,96800	11
7,97867	7
7,98933	4
8,00000	10
8,01067	6
8,02133	-2
8,03200	-2
8,04267	3
8,05333	4
8,06400	-4
8,07467	1
8,08533	-2
8,09600	-2
8,10667	1
8,11733	-2
8,12800	-3
8,13867	-6
8,14933	-2
8,16000	-6
8,17067	-0
8,18133	-2
8,19200	-6
8,20267	-6
8,21333	-2
8,22400	-7
8,23467	-4
8,24533	-3
8,25600	-11
8,26667	-9
8,27733	-5
8,28800	0
8,29867	-2
8,30933	-5
8,32000	-3
8,33067	-5
8,34133	-9
8,35200	-10
8,36267	-11
8,37333	-15
8,38400	-16
8,39467	-18
8,40533	-12
8,41600	-11
8,42667	-10
8,43733	-7
8,44800	-4
8,45867	-1
8,46933	0
8,48000	-11
8,49067	-6
8,50133	-6
8,51200	-3
8,52267	-6
8,53333	-1
8,54400	-5
8,55467	-8
8,56533	-6
8,57600	-8
8,58667	-5
8,59733	-5
8,60800	-9
8,61867	-4
8,62933	-8
8,64000	-7
8,65067	-9
8,66133	-8
8,67200	-6
8,68267	-6
8,69333	-6
8,70400	-19
8,71467	-14
8,72533	-5
8,73600	-6
8,74667	-10
8,75733	-8
8,76800	-10
8,77867	-14
8,78933	-10
8,80000	-8
8,81067	-14
8,82133	-8
8,83200	-9
8,84267	-12
8,85333	-9
8,86400	-7
8,87467	-9
8,88533	-8
8,89600	-6
8,90667	1
8,91733	-2
8,92800	-5
8,93867	-7
8,94933	-4
8,96000	-7
8,97067	-5
8,98133	-10
8,99200	-9
9,00267	-8
9,01333	-6
9,02400	-9
9,03467	-4
9,04533	-8
9,05600	-7
9,06667	-9
9,07733	-8
9,08800	-2
9,09867	-4
9,10933	-4
9,12000	-11
9,13067	-5
9,14133	-7
9,15200	-4
9,16267	-2
9,17333	-5
9,18400	-7
9,19467	-1
9,20533	-2
9,21600	-6
9,22667	-2
9,23733	-5
9,24800	-9
9,25867	-7
9,26933	-10
9,28000	-7
9,29067	-9
9,30133	-9
9,31200	-6
9,32267	-3
9,33333	-9
9,34400	-6
9,35467	-4
9,36533	-7
9,37600	-5
9,38667	-4
9,39733	-8
9,40800	-3
9,41867	1
9,42933	0
9,44000	-1
9,45067	-4
9,46133	-3
9,47200	-2
9,48267	-4
9,49333	-1
9,50400	-9
9,51467	-7
9,52533	-10
9,53600	-3
9,54667	-0
9,55733	-5
9,56800	-3
9,57867	0
9,58933	-4
9,60000	-5
9,61067	-3
9,62133	-2
9,63200	-10
9,64267	-1
9,65333	-6
9,66400	-5
9,67467	-3
9,68533	-3
9,69600	-8
9,70667	-10
9,71733	-3
9,72800	3
9,73867	4
9,74933	-2
9,76000	5
9,77067	2
9,78133	1
9,79200	1
9,80267	-0
9,81333	-3
9,82400	-3
9,83467	-10
9,84533	-2
9,85600	-3
9,86667	-6
9,87733	-3
9,88800	-5
9,89867	-4
9,90933	-4
9,92000	1
9,93067	-5
9,94133	-6
9,95200	-4
9,96267	-1
9,97333	-4
9,98400	-6
9,99467	-11
10,00533	-8
10,01600	-10
10,02667	-8
10,03733	-4
10,04800	-5
10,05867	-1
10,06933	0
10,08000	4
10,09067	-4
10,10133	2
10,11200	2
10,12267	-4
10,13333	-6
10,14400	-4
10,15467	-6
10,16533	-3
10,17600	-7
10,18667	-2
10,19733	-1
10,20800	-1
10,21867	-6
10,22933	-5
10,24000	-5
10,25067	-2
10,26133	-2
10,27200	4
10,28267	5
10,29333	5
10,30400	-1
10,31467	-3
10,32533	-6
10,33600	-2
10,34667	-3
10,35733	-6
10,36800	-5
10,37867	1
10,38933	-4
10,40000	-7
10,41067	-7
10,42133	-6
10,43200	-3
10,44267	-1
10,45333	-5
10,46400	-12
10,47467	-12
10,48533	-12
10,49600	-6
10,50667	-7
10,51733	-6
10,52800	-2
10,53867	-0
10,54933	-3
10,56000	-0
10,57067	-5
10,58133	-2
10,59200	-5
10,60267	-5
10,61333	-4
10,62400	-8
10,63467	-7
10,64533	0
10,65600	-2
10,66667	-4
10,67733	-3
10,68800	-4
10,69867	-2
10,70933	-3
10,72000	-9
10,73067	-4
10,74133	-3
10,75200	-3
10,76267	-2
10,77333	4
10,78400	0
10,79467	14
10,80533	5
10,81600	8
10,82667	5
10,83733	2
10,84800	2
10,85867	1
10,86933	-3
10,88000	1
10,89067	3
10,90133	2
10,91200	1
10,92267	1
10,93333	0
10,94400	-3
10,95467	-4
10,96533	-2
10,97600	-1
10,98667	1
10,99733	-4
11,00800	1
11,01867	3
11,02933	-1
11,04000	-3
11,05067	-4
11,06133	-3
11,07200	-4
11,08267	-5
11,09333	-9
11,10400	-6
11,11467	19
11,12533	151
11,13600	138
11,14667	80
11,15733	76
11,16800	49
11,17867	18
11,18933	9
11,20000	1
11,21067	-2
11,22133	-8
11,23200	-11
11,24267	-8
11,25333	-7
11,26400	-3
11,27467	-3
11,28533	-3
11,29600	-1
11,30667	-7
11,31733	-7
11,32800	-1
11,33867	-3
11,34933	-0
11,36000	-5
11,37067	-1
11,38133	-6
11,39200	-2
11,40267	-3
11,41333	-4
11,42400	-2
11,43467	1
11,44533	-5
11,45600	-1
11,46667	-9
11,47733	-7
11,48800	-6
11,49867	-2
11,50933	-3
11,52000	-4
11,53067	-3
11,54133	-2
11,55200	1
11,56267	-2
11,57333	-5
11,58400	-5
11,59467	-11
11,60533	-6
11,61600	-9
11,62667	-1
11,63733	4
11,64800	4
11,65867	4
11,66933	-5
11,68000	-2
11,69067	-6
11,70133	-11
11,71200	-11
11,72267	-6
11,73333	-9
11,74400	-4
11,75467	-6
11,76533	-13
11,77600	-8
11,78667	-16
11,79733	-8
11,80800	-2
11,81867	-8
11,82933	-17
11,84000	-14
11,85067	-13
11,86133	-13
11,87200	-18
11,88267	-11
11,89333	-8
11,90400	-6
11,91467	-10
11,92533	-8
11,93600	-7
11,94667	-11
11,95733	-9
11,96800	-12
11,97867	-5
11,98933	-11
12,00000	-7
12,01067	-13
12,02133	-7


